"Ticker","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"MMM","$MMM socially trending now, check out why at https://t.co/hbNLYf5aep #Twitter #artistLife https://t.co/Vf0xPPbTNV",FALSE,0,NA,"2017-03-26 01:46:56",FALSE,NA,845814294264647680,NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"MMM","Trending on #StockTwits $MMM at https://t.co/H3T0X8GPki #GooglePlus #retweet",FALSE,0,NA,"2017-03-26 01:37:54",FALSE,NA,845812020997971968,NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"MMM","Check out $MMM on ChartMill at https://t.co/sG7XlpFyu7  #mktg #pouch https://t.co/sdyknYabSM",FALSE,0,NA,"2017-03-26 01:32:59",FALSE,NA,845810782801707008,NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"MMM","Wondering about risks of $MMM? The 21-day volatility is 2.75% https://t.co/8k9TpgzyvP",FALSE,0,NA,"2017-03-26 01:11:02",FALSE,NA,845805256315408384,NA,"<a href=""https://unicornbay.com"" rel=""nofollow"">Unicorn1MinuteApp</a>","1MinuteStock",0,FALSE,FALSE,NA,NA
"MMM","Wondering about #sentiment indicator for $MMM? The Short Ratio is 3.48% https://t.co/T2NXm5kCrF",FALSE,0,NA,"2017-03-26 00:12:02",FALSE,NA,845790411050377216,NA,"<a href=""https://unicornbay.com"" rel=""nofollow"">Unicorn1MinuteApp</a>","1MinuteStock",0,FALSE,FALSE,NA,NA
"MMM","Wondering about risks of $MMM? The 63-day volatility is 4.76% https://t.co/8k9TpgzyvP",FALSE,0,NA,"2017-03-26 00:09:04",FALSE,NA,845789664531419136,NA,"<a href=""https://unicornbay.com"" rel=""nofollow"">Unicorn1MinuteApp</a>","1MinuteStock",0,FALSE,FALSE,NA,NA
"MMM","Check out $MMM on ChartMill at https://t.co/zcNA0LOGAt  #ABM #SMMW17 https://t.co/ild7UeAt1y",FALSE,0,NA,"2017-03-26 00:02:56",FALSE,NA,845788121438539776,NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $AMPH vs. $ABT! https://t.co/ZICJ6Zy6lE",FALSE,0,NA,"2017-03-26 23:21:15",FALSE,NA,846140016401178624,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $ZFGN vs. $ABT! https://t.co/K4vu7D5bwl",FALSE,0,NA,"2017-03-26 22:47:21",FALSE,NA,846131484821864448,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $PARN vs. $ABT! https://t.co/eTt7K4O474",FALSE,0,NA,"2017-03-26 22:47:10",FALSE,NA,846131441654124544,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $RDUS vs. $ABT! https://t.co/KLnEZjwTFs",FALSE,0,NA,"2017-03-26 21:42:11",FALSE,NA,846115088759111680,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $CBAY vs. $ABT! https://t.co/cD7Q6eKPJC",FALSE,0,NA,"2017-03-26 20:04:18",FALSE,NA,846090452033949696,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $AGRX vs. $ABT! https://t.co/rPH5aq5doq",FALSE,0,NA,"2017-03-26 20:04:15",FALSE,NA,846090441829187584,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $SCYX vs. $ABT! https://t.co/LfKemKjGTF",FALSE,0,NA,"2017-03-26 19:31:25",FALSE,NA,846082179717222400,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","RT @TheExtraIncome: Largest Insider Trades of the Week $MYL $TPH $VRTV $ORCL $RCII $AMH $SHLD $IPI $TRNC $ABT https://t.co/wft6Tfprru",FALSE,0,NA,"2017-03-26 15:29:09",FALSE,NA,846021210207141888,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","charles09767187",1,TRUE,FALSE,NA,NA
"ABT","Largest Insider Trades of the Week $MYL $TPH $VRTV $ORCL $RCII $AMH $SHLD $IPI $TRNC $ABT https://t.co/wft6Tfprru",FALSE,0,NA,"2017-03-26 15:07:43",FALSE,NA,846015817506533376,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheExtraIncome",1,FALSE,FALSE,NA,NA
"ABT","Abbott Laboratories $ABT Shares Sold by Soros Fund Management LLC https://t.co/nw90f4jqY6",FALSE,0,NA,"2017-03-26 11:59:37",FALSE,NA,845968479736004608,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SleekMoneycom",0,FALSE,FALSE,NA,NA
"ABT","Kovitz Investment Group Partners LLC Has $1,656,000 Position in Abbott Laboratories $ABT https://t.co/hTbbMda06H",FALSE,0,NA,"2017-03-26 11:56:31",FALSE,NA,845967700522401792,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"ABT","Abbott Laboratories $ABT Stake Boosted by Hilltop Holdings Inc. https://t.co/6kGOa8pJ4R",FALSE,0,NA,"2017-03-26 11:54:20",FALSE,NA,845967148837212160,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"ABT","Abbott Laboratories $ABT Stake Boosted by Hilltop Holdings Inc. https://t.co/rUI2fvECOi",FALSE,0,NA,"2017-03-26 11:53:21",FALSE,NA,845966901834604544,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"ABT","Tudor Investment Corp Et Al Raises Stake in Abbott Laboratories $ABT https://t.co/5hmyITyp1R",FALSE,0,NA,"2017-03-26 11:52:50",FALSE,NA,845966773899984896,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABT","Tudor Investment Corp Et Al Raises Stake in Abbott Laboratories $ABT https://t.co/2lPhhiBXgQ",FALSE,0,NA,"2017-03-26 11:51:31",FALSE,NA,845966441555935232,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABT","Customized research for $YEWB vs. $ABT! https://t.co/3Fzp1GWNri",FALSE,0,NA,"2017-03-26 09:09:11",FALSE,NA,845925590544789504,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"ABT","Abbott Laboratories $ABT Receives $48.33 Consensus Price Target from Brokerages https://t.co/KdhlfIhhAI",FALSE,0,NA,"2017-03-26 05:32:41",FALSE,NA,845871105839714304,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","TickerReport",0,FALSE,FALSE,NA,NA
"ABT","Abbott Laboratories $ABT Receives $48.33 Consensus Price Target from Brokerages https://t.co/XXqPiDPyKE",FALSE,0,NA,"2017-03-26 05:30:42",FALSE,NA,845870605408882688,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA
"ABBV","RT @SeekingAlpha: Pro Portfolio Proof II: David Katz 'Safer' Value Portfolio Picks https://t.co/k2ssU9BFqH $ABBV $BA $BBT $CAT $CSCO $GIS $…",FALSE,0,NA,"2017-03-26 23:59:38",FALSE,NA,846149677074579456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkTremba",1,TRUE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof II: David Katz 'Safer' Value Portfolio Picks https://t.co/XlkFMvd1FI $ABBV $BA $BBT $CAT $CSCO $GIS $HOG $HON $IBM",FALSE,0,NA,"2017-03-26 23:56:02",FALSE,NA,846148773038321664,NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SEEKINGALPHA_FS",0,FALSE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof II: David Katz 'Safer' Value Portfolio Picks https://t.co/k2ssU9BFqH $ABBV $BA $BBT $CAT $CSCO $GIS $HOG $HON $IBM",FALSE,0,NA,"2017-03-26 23:56:02",FALSE,NA,846148771020849152,NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SeekingAlpha",1,FALSE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 23:44:01",FALSE,NA,846145745799581696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicoBelanger22",9,TRUE,FALSE,NA,NA
"ABBV","RT @AlertTrade: Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman $ABBV $BBT $BGFV $CSCO $LYB $M… https://t.co/jT1MBj84Ec #…",FALSE,0,NA,"2017-03-26 23:15:40",FALSE,NA,846138614190948352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GetOvarIt",1,TRUE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman $ABBV $BBT $BGFV $CSCO $LYB $M…… https://t.co/sVnLM2aKhB",FALSE,0,NA,"2017-03-26 23:04:12",TRUE,NA,846135729004544000,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","PennyStocksMomo",0,FALSE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman $ABBV $BBT $BGFV $CSCO $LYB $M…… https://t.co/b1CPm0dnDf",FALSE,1,NA,"2017-03-26 23:04:12",TRUE,NA,846135728698384384,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AlertTrade",1,FALSE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman https://t.co/WgqZeafZ5M $ABBV $BBT $BGFV $CSCO $LYB $M $MET $MPC $NRZ",FALSE,0,NA,"2017-03-26 23:02:13",FALSE,NA,846135228183793664,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarvarbhat",0,FALSE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman https://t.co/iF5iRUgC1Q $ABBV $BBT $BGFV $CSCO $LYB $M $MET $MPC $NRZ",FALSE,0,NA,"2017-03-26 23:00:37",FALSE,NA,846134824263827456,NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SEEKINGALPHA_FS",0,FALSE,FALSE,NA,NA
"ABBV","Pro Portfolio Proof I: 'Safer' Contrarian Picks From David Dreman https://t.co/tjGPHFc1jA $ABBV $BBT $BGFV $CSCO $LYB $M $MET $MPC $NRZ",FALSE,1,NA,"2017-03-26 23:00:36",FALSE,NA,846134822187675648,NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SeekingAlpha",1,FALSE,FALSE,NA,NA
"ABBV","All About Dividend Investing by Don Schreiber: https://t.co/88pCH92we3 $ABBV $CAT $CCE $CCI $BBY $BA $CF",FALSE,1,NA,"2017-03-26 21:33:56",FALSE,NA,846113010842251264,NA,"<a href=""https://profectussystems.autotradenow.com/"" rel=""nofollow"">InvestingBooks app</a>","Investing_Books",0,FALSE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 19:20:54",FALSE,NA,846079533568675840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BEFREEinFL",9,TRUE,FALSE,NA,NA
"ABBV","RT @jjjinvesting: 10 High-Yield Dividend Aristocrats Worth Considering https://t.co/gYVAe7VVve $ABBV $ADP $CVX $ED $MDU $NUE $O $ORI $SDY $…",FALSE,0,NA,"2017-03-26 18:29:14",FALSE,NA,846066527837282304,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"ABBV","10 High-Yield Dividend Aristocrats Worth Considering https://t.co/gYVAe7VVve $ABBV $ADP $CVX $ED $MDU $NUE $O $ORI $SDY $T $TGT $UTX",FALSE,0,NA,"2017-03-26 18:26:21",FALSE,NA,846065805192237056,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jjjinvesting",1,FALSE,FALSE,NA,NA
"ABBV","Can You Guess Which Drugmaker Has the Most Debt? (Hint: It's Not Valeant) @themotleyfool #stocks $PFE, $VRX, $ABBV https://t.co/shzXH650Ix",FALSE,1,NA,"2017-03-26 18:22:40",FALSE,NA,846064877282185216,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imlosinit4u",0,FALSE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 17:43:10",FALSE,NA,846054938153271296,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riveromanny",9,TRUE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 17:42:25",FALSE,NA,846054749757689856,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heerenator",9,TRUE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 17:19:30",FALSE,NA,846048980823818240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paynej247",9,TRUE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 17:00:56",FALSE,NA,846044307748507648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chris_J_Rod",9,TRUE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 16:57:39",FALSE,NA,846043483773288448,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sanglucci",9,TRUE,FALSE,NA,NA
"ABBV","@BiotechHack $VRTX buyout offer for $CNCE to include CVR in addition to $11.50.  $GLPG $ABBV came to table late after 1837 fail/2451 look",FALSE,2,"BiotechHack","2017-03-26 16:46:55",FALSE,845977605228707840,846040782830231552,809004089162010624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jdalexander64",0,FALSE,FALSE,NA,NA
"ABBV","RT @WallStJesus: <U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM $LC $CF…",FALSE,0,NA,"2017-03-26 15:40:19",FALSE,NA,846024019057037312,NA,"<a href=""http://www.labnol.org/"" rel=""nofollow"">RobotBac</a>","RobotBac",9,TRUE,FALSE,NA,NA
"ABBV","<U+2934>JUMPS IN NYSE SHORTS: $SNAP $WFT $VALE $JCP $VRX $DB $KO $S $PG $F $ABBV $T $P $INFY $RIG $NUS $SWN $KR $BAC $GM… https://t.co/fMmW9mjaUi",FALSE,13,NA,"2017-03-26 15:39:40",TRUE,NA,846023854946443264,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WallStJesus",9,FALSE,FALSE,NA,NA
"ABBV","$ABBV $AGN $CELG:

3 Great Stocks to Buy in a Market Pullback:

https://t.co/cNaeLcUfir",FALSE,0,NA,"2017-03-26 15:03:05",FALSE,NA,846014650072248320,NA,"<a href=""http://www.newsflowing.com"" rel=""nofollow"">NFIG</a>","newswelldone",0,FALSE,FALSE,NA,NA
"ABBV","Joel Greenblatt's Top 20 High #Dividend #Stocks $KSS $CTL $KO $PFE $PM $WU $CSCO $QCOM $ABBV https://t.co/b5wIJhGQIQ",FALSE,0,NA,"2017-03-26 13:09:14",FALSE,NA,845985997028495360,NA,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>","MarketsRecap",0,FALSE,FALSE,NA,NA
"ABBV","Ally Financial Inc. Continues to Hold Position in AbbVie Inc $ABBV https://t.co/EG2ymeRYb9",FALSE,0,NA,"2017-03-26 12:40:02",FALSE,NA,845978650491129856,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA
"ABBV","Renaissance Technologies LLC Has $21,967,000 Position in AbbVie Inc $ABBV https://t.co/RLyKzOaHDu",FALSE,0,NA,"2017-03-26 12:35:28",FALSE,NA,845977501969080320,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA
"ABBV","Renaissance Technologies LLC Has $21,967,000 Position in AbbVie Inc $ABBV https://t.co/VKaVQGFMgO",FALSE,0,NA,"2017-03-26 12:03:05",FALSE,NA,845969352008650752,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"ABBV","RT @bio_clouseau: HCV- Down but not out.GT3 underserved, 10's of thousands remain infected despite TX https://t.co/RLRdjBHjqP $GILD $ABBV $…",FALSE,0,NA,"2017-03-26 10:44:34",FALSE,NA,845949593531559936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YoungChris27040",1,TRUE,FALSE,NA,NA
"ABBV","Ally Financial Inc. Continues to Hold Position in AbbVie Inc $ABBV https://t.co/aOIgcEmZlj",FALSE,0,NA,"2017-03-26 10:38:08",FALSE,NA,845947972861018112,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","thelegacynewswi",0,FALSE,FALSE,NA,NA
"ABBV","AbbVie Inc $ABBV Shares Bought by Azimuth Capital Management LLC https://t.co/d9WFvRJSgo",FALSE,0,NA,"2017-03-26 10:37:54",FALSE,NA,845947912853082112,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABBV","AbbVie Inc $ABBV Shares Bought by Azimuth Capital Management LLC https://t.co/Q5vWo7Ty5P",FALSE,0,NA,"2017-03-26 10:37:15",FALSE,NA,845947749652672512,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABBV","RT @keithspeights: Surprised it wasn't Valeant #stocks $PFE, $VRX, $ABBV https://t.co/zJpQODgHeD",FALSE,0,NA,"2017-03-26 10:30:01",FALSE,NA,845945931828776960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TailoredInNYC",1,TRUE,FALSE,NA,NA
"ABBV","Mayo Investment Advisers LLC Lowers Position in AbbVie Inc $ABBV https://t.co/Yvfnag3AGQ",FALSE,0,NA,"2017-03-26 10:28:10",FALSE,NA,845945463341809664,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABBV","Mayo Investment Advisers LLC Lowers Position in AbbVie Inc $ABBV https://t.co/hwBI5dGhWN",FALSE,0,NA,"2017-03-26 10:27:19",FALSE,NA,845945251219066880,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailypoliticaln",0,FALSE,FALSE,NA,NA
"ABBV","Joel Greenblatt's Top 20 High #Dividend #Stocks $KSS $CTL $KO $PFE $PM $WU $CSCO $QCOM $ABBV https://t.co/6CYTKYFsXl",FALSE,1,NA,"2017-03-26 06:58:47",FALSE,NA,845892771831599104,NA,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>","SureDividend",0,FALSE,FALSE,NA,NA
"ABBV","Joel Greenblatt's Top 20 High #Dividend #Stocks $KSS $CTL $KO $PFE $PM $WU $CSCO $QCOM $ABBV https://t.co/Sm3IBgmgwG",FALSE,1,NA,"2017-03-26 06:58:46",FALSE,NA,845892768920715264,NA,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>","TalkMarkets",0,FALSE,FALSE,NA,NA
