Ticker,date,Open,High,Low,Close,Volume,Adj.Close,Dollar.chg,Pct.chg,Volatility,RISE
JCI,3/24/2017,41.450001,41.450001,40.790001,41.220001,5917200,41.220001,-0.23,-0.005548854,0.016011644,0
VRTX,3/15/2017,93.209999,95,93.129997,94.57,1028500,94.57,1.360001,0.01459072,0.019773744,1
VRTX,3/16/2017,94.379997,94.860001,91.699997,92.360001,1434100,92.360001,-2.019996,-0.021402798,0.034213988,0
VRTX,3/17/2017,92.970001,93.5,91.760002,91.919998,2501000,91.919998,-1.050003,-0.011293998,0.018929483,0
VRTX,3/20/2017,92,92.610001,91.230003,91.309998,1351900,91.309998,-0.690002,-0.007500022,0.015113329,0
VRTX,3/21/2017,91.809998,91.830002,89.440002,89.5,1699800,89.5,-2.309998,-0.025160637,0.026703911,0
VRTX,3/22/2017,89.949997,90.25,89.059998,90.040001,1336700,90.040001,0.090004,0.0010006,0.01321637,1
VRTX,3/23/2017,90,90.75,88.940002,89.050003,1043600,89.050003,-0.949997,-0.010555522,0.020325637,0
VRTX,3/24/2017,89.739998,90.480003,89.120003,89.980003,1057200,89.980003,0.240005,0.002674448,0.015114469,1
YUM,3/15/2017,64.169998,64.25,63.25,63.91,2886400,63.91,-0.259998,-0.004051707,0.015647004,0
YUM,3/16/2017,64.120003,64.169998,63.759998,63.82,2568000,63.82,-0.300003,-0.004678774,0.006424318,0
YUM,3/17/2017,63.91,64.260002,63.799999,63.869999,7426700,63.869999,-0.040001,-0.000625896,0.007202176,0
YUM,3/20/2017,64.029999,64.150002,63.84,64.07,2486000,64.07,0.040001,0.000624723,0.004838489,1
YUM,3/21/2017,64.370003,64.419998,63.529999,63.73,3239600,63.73,-0.640003,-0.009942566,0.01396515,0
YUM,3/22/2017,63.77,64,63.060001,63.32,3142300,63.32,-0.45,-0.00705661,0.014845215,0
YUM,3/23/2017,63.299999,63.580002,63.080002,63.18,2762100,63.18,-0.119999,-0.001895719,0.007913897,0
YUM,3/24/2017,63.32,63.73,63.009998,63.580002,3247900,63.580002,0.260002,0.004106159,0.011324347,1
DISCK,3/15/2017,26.75,27.309999,26.559999,27.209999,1659600,27.209999,0.459999,0.017196224,0.027563397,1
DISCK,3/16/2017,27.24,27.57,27.16,27.4,1181900,27.4,0.16,0.005873715,0.014963504,1
DISCK,3/17/2017,27.48,27.549999,27.110001,27.35,2451200,27.35,-0.13,-0.004730713,0.016087678,0
DISCK,3/20/2017,27.32,27.42,27.02,27.16,842000,27.16,-0.16,-0.005856515,0.014727541,0
DISCK,3/21/2017,27.290001,27.290001,26.790001,26.83,1297000,26.83,-0.460001,-0.016856027,0.018635855,0
DISCK,3/22/2017,26.92,27.120001,26.610001,27,1216400,27,0.08,0.002971768,0.018888889,1
DISCK,3/23/2017,26.940001,27.24,26.879999,27.15,1384700,27.15,0.209999,0.007795063,0.013259705,1
DISCK,3/24/2017,27.219999,27.23,26.950001,27.07,1495900,27.07,-0.149999,-0.005510617,0.010343517,0
GM,3/15/2017,37.07,37.16,36.790001,37.09,27980200,37.09,0.02,0.00053952,0.009975708,1
GM,3/16/2017,37.09,37.119999,36.77,37.080002,12549200,37.080002,-0.009998,-0.000269561,0.009439023,0
GM,3/17/2017,37.130001,37.16,36.299999,36.330002,19499400,36.330002,-0.799999,-0.021545892,0.023671923,0
GM,3/20/2017,36.360001,36.450001,35.599998,35.709999,38235800,35.709999,-0.650002,-0.017876842,0.023802941,0
GM,3/21/2017,35.950001,35.98,34.470001,34.549999,30648700,34.549999,-1.400002,-0.038943031,0.043704748,0
GM,3/22/2017,34.310001,34.610001,33.959999,34.389999,18824700,34.389999,0.079998,0.002331623,0.018900902,1
GM,3/23/2017,34,34.459999,33.790001,34.259998,14485800,34.259998,0.259998,0.007647,0.019556277,1
GM,3/24/2017,34.400002,35.07,34.080002,34.560001,16181400,34.560001,0.159999,0.004651133,0.028645775,1
FLIR,3/15/2017,36.5,36.830002,36.259998,36.700001,455200,36.700001,0.200001,0.005479479,0.015531444,1
FLIR,3/16/2017,36.700001,36.959999,36.52,36.59,351700,36.59,-0.110001,-0.002997302,0.012025116,0
FLIR,3/17/2017,36.619999,36.91,36.400002,36.740002,943100,36.740002,0.120003,0.00327698,0.013881273,1
FLIR,3/20/2017,36.77,36.82,36.470001,36.59,312200,36.59,-0.18,-0.004895295,0.009565428,0
FLIR,3/21/2017,36.630001,36.880001,35.880001,35.950001,595800,35.950001,-0.68,-0.018564018,0.027816411,0
FLIR,3/22/2017,36.080002,36.119999,35.619999,36.029999,426500,36.029999,-0.050003,-0.001385892,0.013877325,0
FLIR,3/23/2017,35.939999,36.41,35.900002,36.299999,617100,36.299999,0.36,0.010016695,0.014049532,1
FLIR,3/24/2017,36.560001,36.709999,35.900002,36.060001,307500,36.060001,-0.5,-0.013676148,0.022462479,0
ARNC,3/15/2017,26.83,27.43,26.780001,27.26,2213800,27.26,0.43,0.016026836,0.023844424,1
ARNC,3/16/2017,27.379999,27.549999,26.98,27.32,2669600,27.32,-0.059999,-0.002191344,0.020863799,0
ARNC,3/17/2017,27.34,27.809999,27.290001,27.5,5581500,27.5,0.16,0.005852231,0.018909018,1
