"Ticker","date","Open","High","Low","Close","Volume","Adj.Close","Dollar.chg","Pct.chg","Volatility","RISE","favoriteCount","retweetCount","Score","Positive","Negative","Tweet_Total_Count"
"DVA","2017-03-24",66.110001,67.120003,65.900002,66.769997,960500,66.769997,0.659996000000007,0.00998330040866293,0.0182716946954483,1,0,0,-1,0,1,5
"DVA","2017-03-27",66.489998,67.230003,66.199997,66.93,778900,66.93,0.440002000000007,0.00661756675041571,0.0153893022560885,1,0,7,1,1,0,11
"DVN","2017-03-20",40.02,40.68,39.849998,40.540001,3295900,40.540001,0.520000999999993,0.0129935282358819,0.0204736551437184,1,0,0,-2,2,4,5
"DVN","2017-03-21",40.580002,40.82,39.509998,39.799999,3960500,39.799999,-0.780003000000001,-0.0192213642572024,0.0329146239425784,0,4,0,1,1,0,13
"DVN","2017-03-22",39.419998,40.16,38.990002,39.34,4561800,39.34,-0.0799979999999962,-0.00202937605425541,0.0297406710726995,0,4,4,1,1,0,11
"DVN","2017-03-23",39.18,39.68,38.919998,39.09,4051900,39.09,-0.0899999999999963,-0.00229709035222043,0.0194423637759018,0,0,3,0,2,2,21
"DVN","2017-03-24",39.209999,39.459999,38.66,38.799999,4148600,38.799999,-0.410000000000004,-0.0104565164615282,0.0206185314592407,0,7,0,0,0,0,11
"DVN","2017-03-27",38.25,39.029999,38.02,38.880001,4048000,38.880001,0.630001,0.016470614379085,0.0259773398668378,1,6,0,6,10,4,16
"EA","2017-03-20",88.82,89.349998,87.900002,89.160004,4278100,89.160004,0.340004000000008,0.00382801170907462,0.0162628525678397,1,8,9,12,17,5,24
"EA","2017-03-21",89.220001,90.089996,88.230003,88.410004,3278600,88.410004,-0.809996999999996,-0.00907864818338206,0.0210382639503105,0,4,11,-3,7,10,26
"EA","2017-03-22",88.43,88.860001,88.25,88.739998,2326200,88.739998,0.309997999999993,0.00350557503109797,0.00687402539720586,1,24,25,1,10,9,25
"EA","2017-03-23",88.589996,89.349998,88.239998,88.610001,1910000,88.610001,0.0200049999999976,0.000225815564998983,0.0125268027025527,1,13,3,5,8,3,12
"EA","2017-03-24",88.849998,90.059998,88.610001,89.349998,1878100,89.349998,0.5,0.00562746214130472,0.0162282824001854,1,9,3,1,10,9,23
"EA","2017-03-27",88.589996,89.239998,88.059998,89.019997,2109200,89.019997,0.430001000000004,0.00485383248013697,0.0132554486605971,1,4,4,-2,5,7,21
"EBAY","2017-03-20",33.68,34.029999,33.450001,33.810001,7180500,33.810001,0.130001,0.00385988717339668,0.0171546283006616,1,37,72,2,7,5,74
"EBAY","2017-03-21",33.919998,33.990002,33.049999,33.189999,8844200,33.189999,-0.729998999999999,-0.0215211982029008,0.0283218749117768,0,35,89,10,15,5,47
"EBAY","2017-03-22",33.259998,33.669998,33.169998,33.529999,5445700,33.529999,0.270000999999993,0.0081178898447316,0.0149120195321211,1,10,34,-1,5,6,29
"EBAY","2017-03-23",33.450001,33.779999,33.330002,33.52,4830800,33.52,0.0699990000000028,0.00209264567734999,0.0134247315035798,1,11,8,-2,6,8,22
"EBAY","2017-03-24",33.66,33.669998,33.220001,33.400002,4288300,33.400002,-0.259997999999996,-0.0077242424242423,0.0134729632650919,0,26,15,9,14,5,28
"EBAY","2017-03-27",33.16,33.490002,32.84,33.43,4994400,33.43,0.270000000000003,0.00814234016887826,0.0194436733472927,1,9,26,5,6,1,41
"ECL","2017-03-20",125.110001,125.769997,124.82,125.129997,766300,125.129997,0.0199960000000061,0.000159827350652856,0.0075920804185747,1,2,4,-5,0,5,8
"ECL","2017-03-21",125.019997,125.540001,123.959999,124.199997,913500,124.199997,-0.820000000000007,-0.00655895072529883,0.0127214334795838,0,0,0,0,0,0,7
"ECL","2017-03-22",124.290001,124.860001,123.910004,124.239998,732400,124.239998,-0.0500030000000038,-0.000402309112540789,0.00764646663951167,0,981,732,5,5,0,347
"ECL","2017-03-23",124.139999,124.970001,123.650002,124.18,996700,124.18,0.0400010000000037,0.000322224909958342,0.0106297229827669,1,1,77,2,2,0,14
"ECL","2017-03-27",122.580002,124.18,122.580002,124.110001,791400,124.110001,1.529999,0.0124816362786485,0.0128917733229251,1,0,0,0,0,0,1
"ED","2017-03-20",76.889999,77.050003,75.940002,76.089996,1014600,76.089996,-0.800003000000004,-0.0104045130758813,0.0145880018182679,0,2,1,2,2,0,8
"ED","2017-03-21",76.099998,77.57,76.050003,77.339996,1596500,77.339996,1.239998,0.0162943236871044,0.0196534403751455,1,3,1,8,8,0,15
"ED","2017-03-22",77.650002,78.360001,77.510002,78.110001,2037100,78.110001,0.459998999999996,0.00592400499873775,0.0108820764193819,1,3,6,6,6,0,9
"ED","2017-03-23",78,78.68,77.660004,77.889999,1206600,77.889999,-0.110000999999997,-0.00141026923076919,0.0130953397495872,0,0,0,3,4,1,8
"ED","2017-03-24",77.889999,78.660004,77.760002,78.410004,1120000,78.410004,0.520004999999998,0.00667614593241935,0.011478152711228,1,1,12,4,4,0,16
"ED","2017-03-27",78.519997,78.980003,78.139999,78.550003,1780000,78.550003,0.0300060000000002,0.000382144691116076,0.0106938761033528,1,1,6,4,7,3,8
"EFX","2017-03-20",136.360001,136.360001,135.110001,135.699997,490400,135.699997,-0.660004000000015,-0.00484015836872878,0.00921149615058577,0,0,1,0,0,0,1
"EFX","2017-03-21",135.789993,135.919998,133.940002,135.100006,1665500,135.100006,-0.689987000000002,-0.00508128017946066,0.0146557802521489,0,0,0,0,0,0,1
"EFX","2017-03-22",135.550003,137.759995,135.059998,136.979996,1179700,136.979996,1.429993,0.0105495608141004,0.0197108853762851,1,1,0,1,2,1,19
"EFX","2017-03-23",136.979996,137.419998,135.300003,135.639999,600100,135.639999,-1.33999700000001,-0.00978242837735235,0.0156295710382598,0,2,4,-1,3,4,17
"EFX","2017-03-24",135.729996,136.960007,135.360001,135.929993,331500,135.929993,0.199996999999996,0.00147349153388317,0.0117708091105396,1,0,0,0,1,1,15
"EFX","2017-03-27",134.960007,136.199997,134.039993,135.550003,355700,135.550003,0.589996000000014,0.00437163581356374,0.0159351084632583,1,1,0,2,2,0,4
"EIX","2017-03-20",79.699997,79.860001,78.540001,78.800003,1657200,78.800003,-0.899993999999992,-0.0112922714413652,0.0167512683977943,0,1,0,-1,0,1,1
"EIX","2017-03-21",78.650002,79.809998,78.529999,79.559998,1781200,79.559998,0.909995999999992,0.0115701967814316,0.0160884745120279,1,0,0,0,1,1,4
"EIX","2017-03-22",79.900002,80.529999,79.599998,79.860001,1865600,79.860001,-0.0400010000000037,-0.000500638285340765,0.0116453917900653,0,0,0,-2,0,2,5
"EIX","2017-03-23",79.739998,80.540001,79.540001,80.190002,1535700,80.190002,0.450004000000007,0.00564339116236254,0.0124703825297323,1,0,2,2,3,1,4
"EIX","2017-03-24",79.989998,80.989998,79.949997,80.709999,1257100,80.709999,0.720000999999996,0.00900113786726181,0.012885652495176,1,6,4,1,1,0,6
"EIX","2017-03-27",80.980003,81.330002,80.160004,80.5,1334400,80.5,-0.480002999999996,-0.00592742630547935,0.0145341366459626,0,28,20,1,3,2,13
"EL","2017-03-20",85.769997,86.550003,85.5,86.510002,2184000,86.510002,0.740004999999996,0.00862778390909815,0.0121373595621926,1,0,0,1,1,0,6
"EL","2017-03-21",86.980003,87.550003,86.389999,86.480003,2146200,86.480003,-0.5,-0.00574844772079394,0.0134135518011025,0,11,7,7,14,7,26
"EL","2017-03-22",86.379997,86.889999,86.089996,86.529999,1225500,86.529999,0.150002000000001,0.00173653629555001,0.00924538321097177,1,0,1,-1,0,1,5
"EL","2017-03-23",86.410004,87.239998,86.360001,86.519997,1248100,86.519997,0.109993000000003,0.00127291974202435,0.010171024393355,1,0,0,0,0,0,4
"EL","2017-03-24",86.559998,87.230003,85.309998,86.010002,1875400,86.010002,-0.549995999999993,-0.00635392805808513,0.0223230433130324,0,0,0,4,5,1,8
"EL","2017-03-27",85.489998,86.57,85.370003,85.82,1781100,85.82,0.330001999999993,0.00386012408141585,0.0139827196457702,1,3,8,-2,0,2,7
"EMN","2017-03-20",79.169998,79.43,78.57,78.830002,994500,78.830002,-0.339996000000014,-0.00429450560299387,0.0109095519241521,0,0,0,0,0,0,1
"EMN","2017-03-21",78.910004,79.18,77.199997,77.5,1176400,77.5,-1.410004,-0.0178685075215558,0.0255484258064517,0,0,0,0,0,0,2
"EMN","2017-03-22",77.410004,78.019997,76.839996,77.82,1261500,77.82,0.409995999999992,0.00529642137726788,0.0151632099717297,1,0,0,0,0,0,1
"EMN","2017-03-23",77.809998,78.480003,77.25,78.029999,854000,78.029999,0.220001000000011,0.00282741300160438,0.0157632066610689,1,0,0,0,0,0,4
"EMN","2017-03-24",78.040001,78.489998,76.800003,77.18,816800,77.18,-0.860000999999997,-0.0110200024215786,0.0218967996890386,0,0,0,0,0,0,1
"EMN","2017-03-27",76.540001,78.160004,76.019997,77.93,954500,77.93,1.389999,0.0181604256838199,0.0274606313358142,1,1,0,0,0,0,3
"EMR","2017-03-20",60.560001,60.599998,59.950001,60.099998,2212700,60.099998,-0.460003,-0.00759582219954059,0.0108152582634029,0,5,0,2,2,0,19
"EMR","2017-03-21",60.139999,60.509998,58.849998,58.959999,4002100,58.959999,-1.18,-0.0196208849288474,0.0281546816172776,0,17,24,2,2,0,22
"EMR","2017-03-22",58.970001,59.18,58.599998,59.119999,3246400,59.119999,0.149997999999997,0.00254363231230056,0.00981058879923189,1,1,0,-4,0,4,19
"EMR","2017-03-23",59.119999,59.43,58.82,58.990002,2569500,58.990002,-0.129997000000003,-0.002198866748966,0.0103407353673255,0,0,0,0,0,0,5
"EMR","2017-03-24",58.98,59.360001,58.380001,58.57,3141500,58.57,-0.409999999999997,-0.00695150898609692,0.0167321154174492,0,2,2,0,0,0,14
"EMR","2017-03-27",58.029999,58.560001,57.450001,58.43,2587700,58.43,0.400001000000003,0.00689300373760136,0.0189970905356837,1,1,0,3,3,0,16
"EOG","2017-03-20",95.75,96.550003,95.199997,96.220001,2208400,96.220001,0.470000999999996,0.00490862663185375,0.0140304093324631,1,7,14,2,6,4,17
"EOG","2017-03-21",96.489998,96.589996,94.260002,94.529999,2840700,94.529999,-1.959999,-0.0203129758589071,0.024648196600531,0,3,1,3,6,3,15
"EOG","2017-03-22",94.339996,95.330002,93.93,94.650002,2040700,94.650002,0.310006000000001,0.00328605059512618,0.0147913573208375,1,5,15,-1,7,8,26
"EOG","2017-03-23",94.480003,95.440002,93.919998,94.809998,2350500,94.809998,0.329994999999997,0.00349274967741054,0.0160321066560934,1,2,7,-2,3,5,18
"EOG","2017-03-24",94.940002,95.25,94.360001,94.860001,2858400,94.860001,-0.08000100000001,-0.000842647970452012,0.00938223688190772,0,0,0,3,4,1,8
"EOG","2017-03-27",93.349998,93.989998,93.029999,93.379997,2756900,93.379997,0.0299990000000037,0.000321360478229508,0.0102805636200652,1,8,8,0,4,4,12
"EQIX","2017-03-20",376.730011,385.350006,376.100006,383.570007,953200,383.570007,6.83999599999999,0.0181562280685942,0.0241155456140761,1,5,3,-1,2,3,18
"EQIX","2017-03-21",385.850006,391.390015,382.529999,383.410004,831800,383.410004,-2.44000199999999,-0.00632370600507388,0.0231084632836029,0,9,8,-21,2,23,26
"EQIX","2017-03-22",383.609985,388.429993,383.160004,387.470001,548900,387.470001,3.86001600000003,0.0100623449621626,0.0136010245603504,1,11,9,-3,1,4,14
"EQIX","2017-03-23",386.950012,392.920013,385.790009,388.049988,716900,388.049988,1.09997599999997,0.00284268242896442,0.0183739317626264,1,0,1,-4,2,6,10
"EQIX","2017-03-24",390.660004,392.429993,384.079987,388.089996,1711200,388.089996,-2.57000800000003,-0.00657863096730022,0.0215156435003803,0,0,0,0,0,0,5
"EQIX","2017-03-27",385,386.440002,381.660004,384,643800,384,-1,-0.0025974025974026,0.0124479114583333,0,0,6,8,9,1,14
"EQR","2017-03-20",63.540001,63.740002,63.07,63.189999,1118900,62.68743,-0.852570999999998,-0.0134178625524415,0.0106879800304462,0,0,0,0,0,0,1
"EQR","2017-03-21",63.299999,63.549999,62.970001,62.990002,2103400,62.489024,-0.810974999999999,-0.0128116115768027,0.0092815979971138,0,0,0,1,1,0,5
"EQR","2017-03-22",63.279999,63.459999,62.849998,63.369999,1568600,62.865999,-0.413999999999994,-0.00654235155724314,0.00970319424972478,0,1,0,-1,0,1,5
"EQR","2017-03-23",62.889999,63.48,62.689999,63.150002,1645000,63.150002,0.260002999999998,0.0041342503440014,0.0125099125095831,1,0,0,2,2,0,6
"EQR","2017-03-24",63.349998,63.560001,62.84,62.939999,1738700,62.939999,-0.409998999999999,-0.00647196547662084,0.0114394822281455,0,0,0,0,0,0,1
"EQR","2017-03-27",62.84,63.060001,61.91,62.200001,1361400,62.200001,-0.639999000000003,-0.0101845798854233,0.0184887617606309,0,0,0,0,0,0,3
"EQT","2017-03-20",57.509998,58.23,56.959999,58.07,1754400,58.07,0.560001999999997,0.00973747208268025,0.0218701739280178,1,1,2,0,0,0,2
"EQT","2017-03-21",58.25,58.939999,56.889999,57.759998,2840500,57.759998,-0.490001999999997,-0.00841205150214587,0.0354916909796291,0,0,0,0,0,0,5
"EQT","2017-03-22",57.529999,57.59,56.380001,56.759998,1959700,56.759998,-0.770000999999993,-0.0133843388385943,0.0213178125904797,0,2,0,-2,0,2,5
"EQT","2017-03-23",56.810001,57.709999,56.330002,57.040001,1745100,57.040001,0.229999999999997,0.00404858292468604,0.0241934953682768,1,6,6,-3,0,3,19
"EQT","2017-03-24",57.060001,57.860001,56.700001,57.299999,2518700,57.299999,0.239998,0.00420606371878612,0.0202443284510353,1,0,0,2,2,0,8
"EQT","2017-03-27",56.59,59.009998,56.459999,58.740002,2398300,58.740002,2.15000199999999,0.0379926135359603,0.0434116260329715,1,29,37,5,11,6,54
"ES","2017-03-20",58.98,59.299999,58.349998,58.48,1285500,58.48,-0.5,-0.0084774499830451,0.0162448871409029,0,108,71,0,37,37,165
"ES","2017-03-21",58.41,59.720001,58.34,59.439999,1775800,59.439999,1.029999,0.0176339496661531,0.0232167063125287,1,206,75,23,86,63,255
"ES","2017-03-22",59.759998,60.209999,59.52,59.709999,1512600,59.709999,-0.0499989999999997,-0.000836663347947229,0.0115558367368253,0,109,73,-9,46,55,204
"ES","2017-03-23",59.599998,60.279999,59.529999,59.669998,1220800,59.669998,0.0700000000000003,0.00117449668370795,0.0125691306374771,1,125,66,-24,38,62,197
"ES","2017-03-24",59.580002,60.16,59.509998,60.009998,1301400,60.009998,0.429996000000003,0.00721711959660563,0.010831561767424,1,122,59,2,49,47,224
"ES","2017-03-27",60.259998,60.360001,59.290001,59.549999,1370500,59.549999,-0.709999000000003,-0.0117822605968225,0.0179680943403542,0,107,64,7,84,77,257
"ESRX","2017-03-20",65.080002,65.089996,63.84,64.370003,5481700,64.370003,-0.709998999999996,-0.0109096339609823,0.0194189209529786,0,4,7,-9,2,11,28
"ESRX","2017-03-21",64.690002,64.800003,63.220001,63.84,5110300,63.84,-0.850002000000003,-0.0131396193186082,0.0247494047619048,0,9,4,5,9,4,29
"ESRX","2017-03-22",64,64.209999,63.459999,63.990002,4035600,63.990002,-0.00999800000000306,-0.000156218750000048,0.011720580974509,0,3,3,-1,1,2,10
"ESRX","2017-03-23",63.91,64.839996,63.779999,64.019997,5389200,64.019997,0.109997000000007,0.0017211234548585,0.0165572797512003,1,35,22,1,1,0,23
"ESRX","2017-03-24",64,64.349998,63.75,64.110001,3088700,64.110001,0.110000999999997,0.00171876562499995,0.00935888302357068,1,3,2,-3,2,5,21
"ESRX","2017-03-27",64.010002,64.790001,63.889999,64.599998,3757600,64.599998,0.589995999999999,0.0092172470171146,0.0139319199359728,1,9,7,1,2,1,8
"ESS","2017-03-20",233.149994,234.320007,232.110001,233.110001,205900,233.110001,-0.0399929999999813,-0.000171533352044527,0.00948052846518581,0,0,0,2,2,0,5
"ESS","2017-03-22",235,235.550003,231.820007,235.309998,360000,235.309998,0.309998000000007,0.00131914042553195,0.0158514131643484,1,1,0,0,0,0,1
"ESS","2017-03-23",234.970001,238,234.970001,236.770004,265800,236.770004,1.800003,0.00766056514593113,0.0127972249390172,1,1,0,2,2,0,4
"ESS","2017-03-24",237.360001,238.570007,236.350006,236.649994,283700,236.649994,-0.710007000000019,-0.00299126641813596,0.00938094678337493,0,2,0,3,3,0,4
"ETFC","2017-03-20",35.240002,35.330002,34.869999,34.91,3856600,34.91,-0.330002,-0.00936441490553832,0.0131768261243197,0,23,32,0,0,0,20
"ETFC","2017-03-21",35.029999,35.259998,33.57,33.639999,4442000,33.639999,-1.38999999999999,-0.0396802751835646,0.0502377541687799,0,2,14,-1,0,1,6
"ETFC","2017-03-22",33.400002,34.150002,32.950001,33.650002,2634200,33.650002,0.25,0.0074850294919144,0.0356612460231057,1,0,7,0,0,0,8
"ETFC","2017-03-23",33.66,34.150002,33.529999,33.740002,2086900,33.740002,0.0800020000000004,0.00237676767676769,0.0183759028822821,1,0,0,0,0,0,1
"ETFC","2017-03-24",33.82,33.98,33.369999,33.639999,1909200,33.639999,-0.180000999999997,-0.00532232406859838,0.0181332050574674,0,0,0,1,1,0,6
"ETFC","2017-03-27",32.779999,33.610001,32.25,33.549999,2271300,33.549999,0.770000000000003,0.0234899336024996,0.0405365436821622,1,0,0,-2,1,3,4
"ETN","2017-03-20",73.269997,73.760002,72.870003,73.370003,1560500,73.370003,0.100005999999993,0.00136489701234727,0.0121302843615803,1,0,0,1,2,1,7
"ETN","2017-03-21",73.580002,74.019997,71.849998,71.989998,2315300,71.989998,-1.59000399999999,-0.0216091866917861,0.0301430623737481,0,2,0,1,1,0,3
"ETN","2017-03-22",71.959999,72.82,71.779999,72.540001,1989900,72.540001,0.580002000000007,0.00806006125708823,0.0143369311505798,1,15,4,3,6,3,23
"ETN","2017-03-23",72.550003,73.239998,72.25,72.779999,1653900,72.779999,0.229996,0.00317017216387985,0.0136026107942101,1,2,0,-1,0,1,4
"ETN","2017-03-24",72.809998,73.419998,72.559998,72.839996,2612400,72.839996,0.0299980000000062,0.000412003856942919,0.0118067002639596,1,1,0,0,0,0,6
"ETN","2017-03-27",72.550003,72.970001,71.459999,72.68,2215100,72.68,0.129997000000003,0.00179182625257787,0.0207760319207485,1,0,2,1,1,0,11
"ETR","2017-03-20",75.540001,75.690002,74.790001,75.199997,1358200,75.199997,-0.340004000000008,-0.00450097955386587,0.0119680988817061,0,0,0,1,1,0,3
"ETR","2017-03-21",75.150002,75.93,75.040001,75.760002,2043200,75.760002,0.609999999999999,0.00811709891903928,0.011747610566325,1,0,0,1,1,0,6
"ETR","2017-03-22",76.019997,77.510002,76.019997,76.519997,2513000,76.519997,0.5,0.00657721678152658,0.0194720995611121,1,0,0,1,1,0,4
"ETR","2017-03-23",76.330002,76.989998,76.110001,76.629997,1375000,76.629997,0.29999500000001,0.00393023702527886,0.0114837143997279,1,0,0,-1,0,1,11
"ETR","2017-03-24",76.050003,77.080002,76.050003,76.809998,1293800,76.809998,0.759994999999989,0.00999335923760567,0.0134096996070745,1,2,14,2,3,1,18
"ETR","2017-03-27",77.080002,77.370003,76.050003,76.480003,1150900,76.480003,-0.599998999999997,-0.00778410721888664,0.0172594135489246,0,1,2,2,2,0,3
"EVHC","2017-03-20",63.869999,63.880001,63.029999,63.16,962700,63.16,-0.709999000000003,-0.0111163145626478,0.0134579164027866,0,0,0,0,0,0,1
"EVHC","2017-03-21",63.099998,63.5,62,62.09,1596400,62.09,-1.009998,-0.0160063079558259,0.0241584796263488,0,0,0,0,1,1,7
"EVHC","2017-03-22",62.080002,62.130001,61.119999,61.889999,1117200,61.889999,-0.190002999999997,-0.00306061523644921,0.0163193087141591,0,0,0,-4,0,4,11
"EVHC","2017-03-23",61.889999,62.43,61.66,62.27,1291900,62.27,0.380001,0.00613994193149042,0.0123655050586158,1,0,0,0,0,0,2
"EVHC","2017-03-24",62.290001,64.379997,62.09,64.25,1962400,64.25,1.959999,0.0314657082763573,0.0356419766536965,1,16,6,-1,1,2,10
"EVHC","2017-03-27",64.510002,66.400002,64.169998,64.779999,1458100,64.779999,0.269997000000004,0.00418535097859714,0.0344242672803992,1,3,8,-1,0,1,7
"EW","2017-03-20",94.239998,94.440002,93.709999,94.080002,1439700,94.080002,-0.159996000000007,-0.00169775046047865,0.00775938546429889,0,2,0,1,1,0,5
"EW","2017-03-21",94.150002,94.93,92.660004,92.860001,1673300,92.860001,-1.290001,-0.0137015504258832,0.0244453583411011,0,1,0,0,0,0,6
"EW","2017-03-22",92.910004,93.57,92.349998,93.470001,1371800,93.470001,0.559996999999996,0.00602730573555885,0.0130523375088013,1,4,11,3,5,2,16
"EW","2017-03-23",93.470001,95.32,93.220001,94.300003,1666500,94.300003,0.830002000000007,0.00887987580100708,0.0222693418153974,1,0,0,0,0,0,9
"EW","2017-03-24",94.290001,96.029999,94.260002,95.589996,1936900,95.589996,1.299995,0.0137871989204878,0.0185165506231427,1,1,0,1,2,1,12
"EW","2017-03-27",95.470001,96.349998,94.470001,95.870003,1870700,95.870003,0.400002000000001,0.0041898187473571,0.0196098564845148,1,11,12,25,29,4,55
"EXC","2017-03-20",36.110001,36.110001,35.439999,35.57,3550600,35.57,-0.540000999999997,-0.0149543335653742,0.0188361540624121,0,0,0,0,0,0,6
"EXC","2017-03-21",35.490002,36.139999,35.380001,35.959999,5365900,35.959999,0.469997000000006,0.013243081812168,0.0211345389636969,1,3,4,2,4,2,13
"EXC","2017-03-22",36.099998,36.419998,36.099998,36.299999,5354100,36.299999,0.200001,0.00554019421275315,0.00881542724009442,1,0,1,3,3,0,9
"EXC","2017-03-23",36.200001,36.439999,35.919998,35.959999,6232900,35.959999,-0.240001999999997,-0.00662988931961623,0.0144605398904488,0,0,0,3,3,0,5
"EXC","2017-03-24",35.880001,36.400002,35.869999,36.119999,3578600,36.119999,0.239998,0.00668890728291785,0.0146733946476577,1,0,0,2,2,0,4
"EXC","2017-03-27",36.259998,36.32,35.66,35.84,2304000,35.84,-0.419998,-0.011582957064697,0.0184151785714287,0,11,6,4,6,2,11
"EXPD","2017-03-20",56.439999,56.52,56.029999,56.25,647100,56.25,-0.189999,-0.00336638914540024,0.00871112888888901,0,0,0,1,1,0,1
"EXPD","2017-03-21",56.32,56.490002,55.419998,55.580002,775700,55.580002,-0.739998,-0.0131391690340909,0.0192516006026772,0,0,0,1,1,0,4
"EXPD","2017-03-23",55.880001,56.419998,55.490002,55.869999,942200,55.869999,-0.0100020000000001,-0.0001789906911419,0.0166457135608684,0,0,0,0,0,0,4
"EXPD","2017-03-24",56.02,56.330002,55.619999,55.82,774100,55.82,-0.200000000000003,-0.00357015351660126,0.0127195091365102,0,0,0,0,0,0,3
"EXPD","2017-03-27",55.32,55.860001,55.130001,55.630001,760000,55.630001,0.310001,0.00560377801879971,0.0131224157267227,1,2,2,-1,1,2,3
"EXPE","2017-03-20",130.649994,131.429993,129.149994,129.869995,1472100,129.869995,-0.779999000000004,-0.00597014187386801,0.017556010531917,0,63,190,-3,16,19,69
"EXPE","2017-03-21",130.100006,130.339996,126.75,127.599998,2557600,127.599998,-2.50000800000001,-0.0192160483067157,0.028134765331266,0,7,107,-11,4,15,47
"EXPE","2017-03-22",126.779999,127.779999,126.290001,127.68,1869400,127.68,0.900001000000003,0.0070989194439101,0.0116697838345865,1,9,192,-11,4,15,42
"EXPE","2017-03-23",127.400002,127.970001,126.779999,127.040001,1028300,127.040001,-0.360000999999997,-0.00282575348782174,0.00936714413281524,0,1,8,-1,4,5,31
"EXPE","2017-03-24",127.410004,128.539993,126.459999,127.760002,1312100,127.760002,0.349997999999999,0.00274702134064763,0.0162804787683082,1,5,8,5,7,2,23
"EXPE","2017-03-27",127.110001,128.679993,126.25,127.800003,1254900,127.800003,0.690002000000007,0.00542838482079791,0.0190140292876206,1,1,77,3,6,3,16
"EXR","2017-03-20",75.449997,75.690002,74.849998,75.370003,585300,75.370003,-0.0799939999999992,-0.00106022535693407,0.0111450705395356,0,0,0,0,0,0,3
"EXR","2017-03-21",75.57,75.980003,74.910004,75.309998,829800,75.309998,-0.260002,-0.00344054518989017,0.0142079276114175,0,0,0,0,0,0,4
"EXR","2017-03-22",75.709999,75.75,74.540001,75.470001,809500,75.470001,-0.239998,-0.00316996437947384,0.0160328472766284,0,0,0,0,0,0,3
"EXR","2017-03-23",75.529999,76.199997,75.019997,75.5,1040200,75.5,-0.0299990000000037,-0.00039717993376385,0.0156291390728476,0,0,0,0,0,0,10
"EXR","2017-03-24",75.790001,75.900002,74.800003,75.040001,573200,75.040001,-0.75,-0.00989576448217754,0.0146588350924995,0,0,0,-1,0,1,7
"EXR","2017-03-27",75.230003,75.279999,74.050003,74.459999,707400,74.459999,-0.770004,-0.0102353312414463,0.0165188828433909,0,0,0,1,1,0,1
"F","2017-03-20",12.48,12.49,12.25,12.28,45329700,12.28,-0.200000000000001,-0.0160256410256411,0.0195439739413681,0,49,67,0,30,30,122
"F","2017-03-21",12.3,12.32,11.7,11.72,101559900,11.72,-0.58,-0.0471544715447154,0.0529010238907851,0,169,421,-14,53,67,360
"F","2017-03-22",11.72,11.83,11.62,11.77,71107900,11.77,0.0499999999999989,0.00426621160409547,0.0178419711129992,1,101,217,-22,43,65,179
"F","2017-03-23",11.57,11.75,11.5,11.67,71209300,11.67,0.0999999999999996,0.00864304235090749,0.0214224507283633,1,328,494,13,154,141,488
"F","2017-03-24",11.66,11.77,11.55,11.62,43772400,11.62,-0.0400000000000009,-0.0034305317324186,0.018932874354561,0,51,199,8,75,67,204
"F","2017-03-27",11.51,11.55,11.41,11.46,57579500,11.46,-0.0499999999999989,-0.00434404865334482,0.012216404886562,0,216,283,-13,48,61,259
"FAST","2017-03-20",51.779999,52,51.470001,51.799999,1535000,51.799999,0.0200000000000031,0.000386249524647599,0.0102316411241629,1,1,0,5,5,0,3
"FAST","2017-03-21",51.860001,52.07,50.919998,51.16,2184900,51.16,-0.700001,-0.013497897927152,0.0224785379202502,0,2,1,9,9,0,7
"FAST","2017-03-22",51.330002,51.900002,50.990002,51.720001,1667600,51.720001,0.389999000000003,0.00759787618944576,0.0175947405724142,1,2,2,12,13,1,8
"FAST","2017-03-23",51.619999,51.830002,50.98,51.009998,1681200,51.009998,-0.610000999999997,-0.0118171447465545,0.0166634391948026,0,3,0,7,7,0,10
"FAST","2017-03-24",51.150002,51.439999,50.490002,50.759998,1441200,50.759998,-0.390003999999998,-0.00762471133432209,0.0187154656704282,0,5,12,10,13,3,12
"FAST","2017-03-27",50.110001,50.25,49.509998,50.040001,2340800,50.040001,-0.0700000000000003,-0.00139692673324832,0.0147882091369262,0,1,0,12,12,0,10
"FB","2017-03-20",139.710007,140.190002,139.25,139.940002,11775900,139.940002,0.229995000000002,0.00164623139701083,0.0067171786949095,1,923,1367,103,354,251,948
"FB","2017-03-21",141.149994,142.309998,138.399994,138.509995,29698100,138.509995,-2.63999899999999,-0.0187035006179312,0.0282290386336381,0,994,2494,180,430,250,1500
"FB","2017-03-22",137.929993,139.789993,137.600006,139.589996,17000300,139.589996,1.66000300000002,0.0120351126241268,0.0156887102425306,1,645,30586,56,310,254,1146
"FB","2017-03-23",139.479996,140.389999,139.089996,139.529999,12350800,139.529999,0.0500030000000038,0.000358495851978687,0.00931701432893994,1,581,881,56,264,208,922
"FB","2017-03-24",140.080002,141.020004,139.759995,140.339996,16542100,140.339996,0.259994000000006,0.00185603937955402,0.00897826019604558,1,747,1047,79,292,213,956
"FB","2017-03-27",139.050003,140.649994,138.770004,140.320007,12787600,140.320007,1.270004,0.00913343381948722,0.0133978756144161,1,778,1212,116,340,224,1182
"FBHS","2017-03-20",61.080002,61.290001,60.669998,60.939999,581300,60.939999,-0.140003,-0.00229212500680665,0.0101739909775843,0,0,0,0,0,0,1
